Date;Open;High;Low;Close;Volume
13/08/2010 16:00:00;1,5573;1,568;1,557;1,5592;88710
16/08/2010 16:00:00;1,5592;1,5701;1,5531;1,5663;92986
17/08/2010 16:00:00;1,5657;1,5695;1,5549;1,5582;114100
18/08/2010 16:00:00;1,5577;1,5688;1,5495;1,5595;116661
19/08/2010 16:00:00;1,5598;1,5671;1,5506;1,559;138689
20/08/2010 16:00:00;1,5589;1,5594;1,546;1,554;91113
23/08/2010 16:00:00;1,5533;1,5619;1,5497;1,551;86992
24/08/2010 16:00:00;1,5501;1,551;1,5369;1,5388;117582
25/08/2010 16:00:00;1,5403;1,5471;1,5386;1,5457;89001
26/08/2010 16:00:00;1,5469;1,5597;1,5464;1,553;108200
27/08/2010 16:00:00;1,5521;1,5547;1,5441;1,5518;103001
30/08/2010 16:00:00;1,553;1,5577;1,5448;1,5458;60898
31/08/2010 16:00:00;1,5458;1,5474;1,5325;1,5344;118802
01/09/2010 16:00:00;1,5346;1,5491;1,5334;1,5452;124014
02/09/2010 16:00:00;1,5452;1,5454;1,5349;1,5397;81398
03/09/2010 16:00:00;1,5394;1,5472;1,5389;1,5472;91757
06/09/2010 16:00:00;1,5443;1,5488;1,5343;1,5414;27433
07/09/2010 16:00:00;1,5393;1,5425;1,5295;1,5365;117792
08/09/2010 16:00:00;1,5355;1,5534;1,5345;1,5476;135412
09/09/2010 16:00:00;1,5468;1,547;1,5366;1,5416;43155
10/09/2010 16:00:00;1,5424;1,5459;1,5332;1,5347;91256
13/09/2010 16:00:00;1,5347;1,5479;1,5341;1,542;96460
14/09/2010 16:00:00;1,5415;1,5577;1,5336;1,553;135557
15/09/2010 16:00:00;1,5527;1,5642;1,5438;1,5615;110636
16/09/2010 16:00:00;1,5619;1,564;1,5528;1,5622;94271
17/09/2010 16:00:00;1,5617;1,5721;1,5585;1,5618;81291
20/09/2010 16:00:00;1,5641;1,5678;1,5527;1,5536;75336
21/09/2010 16:00:00;1,5538;1,5636;1,5494;1,5614;91825
22/09/2010 16:00:00;1,5594;1,5706;1,5591;1,5652;114503
23/09/2010 16:00:00;1,5646;1,5734;1,5604;1,5672;98858
24/09/2010 16:00:00;1,5671;1,5835;1,5633;1,5815;96825
27/09/2010 16:00:00;1,5815;1,5859;1,5778;1,582;63764
28/09/2010 16:00:00;1,5805;1,5888;1,571;1,5791;150875
29/09/2010 16:00:00;1,5794;1,5867;1,5754;1,5781;84676
30/09/2010 16:00:00;1,5785;1,5916;1,5662;1,5709;179087
01/10/2010 16:00:00;1,5708;1,5867;1,5697;1,5807;108036
04/10/2010 16:00:00;1,58;1,5864;1,5739;1,5822;92945
05/10/2010 16:00:00;1,5817;1,5924;1,574;1,588;107557
06/10/2010 16:00:00;1,588;1,5933;1,5824;1,5884;90531
07/10/2010 16:00:00;1,5877;1,6013;1,5818;1,5867;129362
08/10/2010 16:00:00;1,5862;1,5959;1,5817;1,5937;106424
11/10/2010 16:00:00;1,595;1,5957;1,5861;1,5873;52954
12/10/2010 16:00:00;1,5876;1,591;1,5747;1,5801;131195
13/10/2010 16:00:00;1,5801;1,5904;1,5768;1,5888;115495
14/10/2010 16:00:00;1,5885;1,6061;1,5884;1,6003;116907
15/10/2010 16:00:00;1,5999;1,61;1,5964;1,5979;108172
18/10/2010 16:00:00;1,598;1,5998;1,583;1,5876;83621
19/10/2010 16:00:00;1,5885;1,5938;1,5672;1,5697;138000
20/10/2010 16:00:00;1,5697;1,5873;1,5641;1,5839;108284
21/10/2010 16:00:00;1,5834;1,5846;1,5677;1,5693;115359
22/10/2010 16:00:00;1,5704;1,5746;1,5644;1,5683;72188
25/10/2010 16:00:00;1,566;1,5767;1,5659;1,5714;98398
26/10/2010 16:00:00;1,5719;1,5891;1,5683;1,584;155209
27/10/2010 16:00:00;1,584;1,586;1,5724;1,5759;118866
28/10/2010 16:00:00;1,577;1,5973;1,5756;1,5937;114475
29/10/2010 16:00:00;1,5938;1,604;1,5872;1,6039;107178
01/11/2010 17:00:00;1,604;1,6085;1,5985;1,6035;73018
02/11/2010 17:00:00;1,6042;1,6075;1,5958;1,6037;85053
03/11/2010 17:00:00;1,6031;1,6179;1,6003;1,6078;139155
04/11/2010 17:00:00;1,6097;1,6295;1,6081;1,626;142048
05/11/2010 17:00:00;1,6266;1,6291;1,6162;1,6176;129032
08/11/2010 16:00:00;1,6185;1,6209;1,6098;1,6134;85750
09/11/2010 16:00:00;1,6135;1,6181;1,5946;1,5979;116697
10/11/2010 16:00:00;1,5977;1,6134;1,5957;1,612;139196
11/11/2010 16:00:00;1,6109;1,6176;1,6077;1,6118;90435
12/11/2010 16:00:00;1,6116;1,6182;1,5983;1,6125;134696
15/11/2010 16:00:00;1,6122;1,6151;1,6038;1,6058;84037
16/11/2010 16:00:00;1,6049;1,6084;1,5835;1,5882;142553
17/11/2010 16:00:00;1,5879;1,5946;1,5852;1,5903;78100
18/11/2010 16:00:00;1,5904;1,6054;1,5886;1,6039;104055
19/11/2010 16:00:00;1,6044;1,6094;1,5934;1,5976;87051
22/11/2010 16:00:00;1,5997;1,6082;1,5895;1,5953;91781
23/11/2010 16:00:00;1,5956;1,596;1,5755;1,5773;125857
24/11/2010 16:00:00;1,5782;1,5836;1,5738;1,5767;97615
25/11/2010 16:00:00;1,5773;1,5792;1,5723;1,577;24140
26/11/2010 16:00:00;1,577;1,5771;1,5588;1,5606;73722
29/11/2010 16:00:00;1,5599;1,5645;1,5526;1,5572;86555
30/11/2010 16:00:00;1,5559;1,5595;1,5483;1,5557;116306
01/12/2010 16:00:00;1,5553;1,5647;1,5546;1,5618;137049
02/12/2010 16:00:00;1,5608;1,5667;1,5511;1,5598;138130
03/12/2010 16:00:00;1,5595;1,5789;1,558;1,578;122565
06/12/2010 16:00:00;1,5773;1,5775;1,5653;1,5714;81011
07/12/2010 16:00:00;1,5715;1,5823;1,5702;1,5756;84233
08/12/2010 16:00:00;1,5762;1,5837;1,5668;1,58;91938
09/12/2010 16:00:00;1,5793;1,5832;1,57;1,5759;32492
10/12/2010 16:00:00;1,5762;1,5853;1,5737;1,5793;62221
13/12/2010 16:00:00;1,5791;1,5887;1,5708;1,5848;99760
14/12/2010 16:00:00;1,5846;1,59;1,5727;1,5769;103660
15/12/2010 16:00:00;1,5757;1,5764;1,552;1,5537;117142
16/12/2010 16:00:00;1,554;1,5628;1,5532;1,5623;78741
17/12/2010 16:00:00;1,5627;1,5639;1,5444;1,5529;92067
20/12/2010 16:00:00;1,5506;1,5567;1,5467;1,5502;67625
21/12/2010 16:00:00;1,5496;1,556;1,5426;1,5462;66535
22/12/2010 16:00:00;1,546;1,5486;1,5346;1,5374;69678
23/12/2010 16:00:00;1,5378;1,5438;1,5363;1,5419;57032
27/12/2010 16:00:00;1,5426;1,5448;1,5361;1,5412;30660
28/12/2010 16:00:00;1,5411;1,5505;1,5335;1,5358;56796
29/12/2010 16:00:00;1,5364;1,551;1,5342;1,5491;57714
30/12/2010 16:00:00;1,5492;1,5527;1,5357;1,5414;65377
31/12/2010 16:00:00;1,5419;1,5659;1,5416;1,5576;45977
03/01/2011 16:00:00;1,5535;1,557;1,5424;1,5485;68888
04/01/2011 16:00:00;1,5475;1,5638;1,5447;1,5582;110112
05/01/2011 16:00:00;1,5584;1,562;1,5443;1,5507;109596
06/01/2011 16:00:00;1,5499;1,5555;1,5439;1,5462;118778
07/01/2011 16:00:00;1,5448;1,5573;1,5397;1,5536;117840
10/01/2011 16:00:00;1,5529;1,5595;1,5467;1,5563;90508
11/01/2011 16:00:00;1,5568;1,5633;1,5506;1,5592;115018
12/01/2011 16:00:00;1,5591;1,5773;1,5575;1,5761;134072
13/01/2011 16:00:00;1,5743;1,5878;1,5713;1,5825;125791
14/01/2011 16:00:00;1,5826;1,5882;1,5803;1,5859;109695
17/01/2011 16:00:00;1,5871;1,5949;1,5828;1,5883;51588
18/01/2011 16:00:00;1,5882;1,6054;1,5879;1,5953;136457
19/01/2011 16:00:00;1,5959;1,6032;1,5938;1,5989;113852
20/01/2011 16:00:00;1,5985;1,6005;1,5831;1,5891;142946
21/01/2011 16:00:00;1,5891;1,6011;1,5861;1,5994;106713
24/01/2011 16:00:00;1,5993;1,6008;1,5916;1,5983;85651
25/01/2011 16:00:00;1,5976;1,6013;1,5745;1,5812;201290
26/01/2011 16:00:00;1,5816;1,5939;1,5763;1,5929;135820
27/01/2011 16:00:00;1,5904;1,5986;1,5874;1,5919;129021
28/01/2011 16:00:00;1,5929;1,5962;1,582;1,5856;122046
31/01/2011 16:00:00;1,5842;1,6045;1,5818;1,6008;135131
01/02/2011 16:00:00;1,601;1,6159;1,6005;1,6139;132474
02/02/2011 16:00:00;1,6132;1,6225;1,6124;1,6182;104916
03/02/2011 16:00:00;1,6179;1,6274;1,6117;1,6128;135697
04/02/2011 16:00:00;1,6133;1,6169;1,6032;1,6101;120966
07/02/2011 16:00:00;1,6095;1,6181;1,6084;1,6104;92850
08/02/2011 16:00:00;1,6112;1,6158;1,6023;1,6064;128741
09/02/2011 16:00:00;1,6072;1,6121;1,6028;1,61;119075
10/02/2011 16:00:00;1,6093;1,6136;1,6001;1,6098;141604
11/02/2011 16:00:00;1,6087;1,6109;1,5959;1,6008;114469
14/02/2011 16:00:00;1,6005;1,6075;1,5978;1,6036;95207
15/02/2011 16:00:00;1,6027;1,617;1,6003;1,612;184306
16/02/2011 16:00:00;1,612;1,6182;1,5983;1,6094;193697
17/02/2011 16:00:00;1,6089;1,6185;1,6072;1,6174;104403
18/02/2011 16:00:00;1,6171;1,6261;1,6146;1,6236;124847
21/02/2011 16:00:00;1,6244;1,6254;1,62;1,6214;32314
22/02/2011 16:00:00;1,6218;1,6231;1,6098;1,6135;136751
23/02/2011 16:00:00;1,6143;1,6296;1,6142;1,6213;116333
24/02/2011 16:00:00;1,621;1,6253;1,6082;1,6138;128329
25/02/2011 16:00:00;1,6141;1,6159;1,6028;1,6115;102286
28/02/2011 16:00:00;1,6087;1,6276;1,6071;1,6249;132170
01/03/2011 16:00:00;1,6265;1,6329;1,625;1,6262;125670
02/03/2011 16:00:00;1,6261;1,6343;1,6214;1,6325;102982
03/03/2011 16:00:00;1,6325;1,6333;1,6251;1,628;128920
04/03/2011 16:00:00;1,6274;1,633;1,622;1,6272;106475
07/03/2011 16:00:00;1,6275;1,634;1,6181;1,6197;102884
08/03/2011 16:00:00;1,6205;1,6209;1,6123;1,6157;73480
09/03/2011 16:00:00;1,6161;1,6244;1,6136;1,6195;77624
10/03/2011 16:00:00;1,6169;1,6196;1,602;1,604;67913
11/03/2011 16:00:00;1,605;1,6081;1,5959;1,6065;99740
14/03/2011 17:00:00;1,6069;1,6184;1,601;1,6155;115877
15/03/2011 17:00:00;1,6162;1,6169;1,5961;1,6061;119764
16/03/2011 17:00:00;1,6057;1,6115;1,597;1,6005;115057
17/03/2011 17:00:00;1,5995;1,6158;1,5967;1,6125;114996
18/03/2011 17:00:00;1,6116;1,6243;1,6043;1,6216;120959
21/03/2011 17:00:00;1,6203;1,6312;1,619;1,6299;89887
22/03/2011 17:00:00;1,6289;1,6385;1,6277;1,6348;90389
23/03/2011 17:00:00;1,6356;1,6376;1,6202;1,6217;99087
24/03/2011 17:00:00;1,6227;1,6252;1,6075;1,6105;136014
25/03/2011 17:00:00;1,6108;1,6127;1,599;1,6022;102347
28/03/2011 16:00:00;1,599;1,6023;1,5921;1,5976;103510
29/03/2011 16:00:00;1,5973;1,6027;1,5927;1,5998;90600
30/03/2011 16:00:00;1,5987;1,6069;1,5964;1,6054;105942
31/03/2011 16:00:00;1,6057;1,6137;1,5999;1,6017;130478
01/04/2011 16:00:00;1,602;1,6118;1,5954;1,6091;152475
04/04/2011 16:00:00;1,6097;1,6162;1,6092;1,612;81434
05/04/2011 16:00:00;1,6118;1,6284;1,6075;1,6282;134498
06/04/2011 16:00:00;1,6275;1,6349;1,6241;1,6317;120016
07/04/2011 16:00:00;1,6315;1,6365;1,6246;1,6305;103765
08/04/2011 16:00:00;1,6307;1,6414;1,63;1,6371;104899
11/04/2011 16:00:00;1,6361;1,6413;1,63;1,6328;84102
12/04/2011 16:00:00;1,6334;1,6335;1,6214;1,6248;135314
13/04/2011 16:00:00;1,6247;1,6298;1,6224;1,6252;91080
14/04/2011 16:00:00;1,6252;1,6374;1,6242;1,6335;106268
15/04/2011 16:00:00;1,6332;1,6361;1,6279;1,6313;85248
18/04/2011 16:00:00;1,6311;1,6318;1,6153;1,6253;154922
19/04/2011 16:00:00;1,6259;1,6334;1,6219;1,63;103417
20/04/2011 16:00:00;1,6309;1,6418;1,6296;1,6397;120125
21/04/2011 16:00:00;1,6387;1,659;1,6376;1,6513;137341
25/04/2011 16:00:00;1,6505;1,6542;1,6458;1,6484;33756
26/04/2011 16:00:00;1,6481;1,6523;1,6421;1,6473;92263
27/04/2011 16:00:00;1,6474;1,6628;1,6425;1,6616;124882
28/04/2011 16:00:00;1,6616;1,6738;1,6612;1,6624;91893
29/04/2011 16:00:00;1,6635;1,6715;1,6615;1,6694;65893
02/05/2011 16:00:00;1,6707;1,6731;1,6625;1,6644;64087
03/05/2011 16:00:00;1,6638;1,6653;1,6453;1,6478;130741
04/05/2011 16:00:00;1,6477;1,6566;1,6444;1,6483;109186
05/05/2011 16:00:00;1,6486;1,6536;1,6349;1,6386;148459
06/05/2011 16:00:00;1,6381;1,6456;1,6347;1,636;148091
09/05/2011 16:00:00;1,6369;1,64;1,6262;1,64;121175
10/05/2011 16:00:00;1,6384;1,6415;1,6308;1,6351;76815
11/05/2011 16:00:00;1,636;1,6512;1,6315;1,6341;143483
12/05/2011 16:00:00;1,6346;1,6375;1,6229;1,6288;144132
13/05/2011 16:00:00;1,6284;1,6302;1,6139;1,6188;121496
16/05/2011 16:00:00;1,6169;1,6249;1,6154;1,6184;89277
17/05/2011 16:00:00;1,6198;1,6299;1,6169;1,6244;126187
18/05/2011 16:00:00;1,6239;1,6282;1,6099;1,6163;157847
19/05/2011 16:00:00;1,6161;1,6237;1,6124;1,623;119028
20/05/2011 16:00:00;1,622;1,6301;1,6162;1,6221;126765
23/05/2011 16:00:00;1,6223;1,623;1,6081;1,6123;114271
24/05/2011 16:00:00;1,612;1,6206;1,6053;1,618;102395
25/05/2011 16:00:00;1,6181;1,6291;1,6129;1,6274;122825
26/05/2011 16:00:00;1,6269;1,6406;1,6267;1,6405;119447
27/05/2011 16:00:00;1,6388;1,6508;1,6377;1,6486;104520
30/05/2011 16:00:00;1,6479;1,6509;1,6448;1,646;16463
31/05/2011 16:00:00;1,647;1,6546;1,6421;1,6449;93728
01/06/2011 16:00:00;1,6447;1,6494;1,6327;1,6331;129390
02/06/2011 16:00:00;1,6328;1,6417;1,63;1,6368;100106
03/06/2011 16:00:00;1,6371;1,6438;1,6281;1,6427;105586
06/06/2011 16:00:00;1,6418;1,6459;1,6339;1,6353;69355
07/06/2011 16:00:00;1,6351;1,6473;1,6323;1,6443;89546
08/06/2011 16:00:00;1,644;1,6447;1,6346;1,6406;96612
09/06/2011 16:00:00;1,6379;1,6448;1,6337;1,6348;31060
10/06/2011 16:00:00;1,6343;1,6362;1,6188;1,6209;119741
13/06/2011 16:00:00;1,6225;1,6369;1,6196;1,6358;98502
14/06/2011 16:00:00;1,6355;1,6423;1,6335;1,6345;90824
15/06/2011 16:00:00;1,6353;1,6364;1,6148;1,6171;134796
16/06/2011 16:00:00;1,6176;1,6207;1,606;1,6143;132590
17/06/2011 16:00:00;1,6144;1,618;1,6075;1,6176;85824
20/06/2011 16:00:00;1,615;1,6217;1,609;1,6181;79720
21/06/2011 16:00:00;1,6182;1,6236;1,6148;1,6235;74541
22/06/2011 16:00:00;1,6223;1,6246;1,6042;1,6052;124806
23/06/2011 16:00:00;1,6057;1,6057;1,5922;1,5993;139990
24/06/2011 16:00:00;1,6003;1,603;1,5935;1,5942;102425
27/06/2011 16:00:00;1,5951;1,5996;1,5896;1,5976;91075
28/06/2011 16:00:00;1,5974;1,6028;1,5894;1,5984;129073
29/06/2011 16:00:00;1,598;1,6059;1,5954;1,6049;113988
30/06/2011 16:00:00;1,6048;1,6102;1,5957;1,6036;125899
01/07/2011 16:00:00;1,6029;1,6081;1,5972;1,6054;100742
04/07/2011 16:00:00;1,605;1,6125;1,6038;1,6082;31820
05/07/2011 16:00:00;1,6081;1,6114;1,5975;1,6046;95251
06/07/2011 16:00:00;1,6053;1,6077;1,5932;1,5991;107823
07/07/2011 16:00:00;1,5992;1,6005;1,5929;1,5962;94015
08/07/2011 16:00:00;1,5958;1,6067;1,5917;1,6046;131444
11/07/2011 16:00:00;1,6017;1,6028;1,5867;1,5892;113808
12/07/2011 16:00:00;1,5901;1,5938;1,5768;1,5902;144998
13/07/2011 16:00:00;1,592;1,611;1,5891;1,6091;146583
14/07/2011 16:00:00;1,6151;1,6184;1,6084;1,6123;103591
15/07/2011 16:00:00;1,613;1,6164;1,6064;1,6112;82742
18/07/2011 16:00:00;1,6118;1,6125;1,5993;1,6043;108897
19/07/2011 16:00:00;1,6041;1,6168;1,6036;1,611;105206
20/07/2011 16:00:00;1,6111;1,6156;1,6057;1,614;96289
21/07/2011 16:00:00;1,6143;1,6323;1,6111;1,6322;120638
22/07/2011 16:00:00;1,631;1,6317;1,6253;1,6296;73321
25/07/2011 16:00:00;1,6319;1,6327;1,6251;1,626;61467
26/07/2011 16:00:00;1,6273;1,642;1,6256;1,6394;91905
27/07/2011 16:00:00;1,6412;1,646;1,6303;1,632;96432
28/07/2011 16:00:00;1,6319;1,6372;1,6284;1,6367;72838
29/07/2011 16:00:00;1,6362;1,6464;1,6251;1,6416;113071
01/08/2011 16:00:00;1,6379;1,6468;1,6229;1,6287;116090
02/08/2011 16:00:00;1,6298;1,6321;1,6218;1,6294;86311
03/08/2011 16:00:00;1,6279;1,6425;1,6245;1,6422;103386
04/08/2011 16:00:00;1,6431;1,6435;1,6235;1,6244;129392
05/08/2011 16:00:00;1,625;1,6394;1,6222;1,6382;144966
08/08/2011 16:00:00;1,6441;1,6486;1,629;1,6311;132603
09/08/2011 16:00:00;1,6306;1,6406;1,6168;1,6308;159603
10/08/2011 16:00:00;1,6322;1,6327;1,6116;1,6129;135339
11/08/2011 16:00:00;1,6126;1,6238;1,6105;1,6233;107756
12/08/2011 16:00:00;1,6228;1,6308;1,616;1,627;97400
15/08/2011 16:00:00;1,6278;1,6406;1,6251;1,6384;69107
16/08/2011 16:00:00;1,6377;1,6474;1,6317;1,645;84896
17/08/2011 16:00:00;1,6446;1,659;1,6339;1,6538;107224
18/08/2011 16:00:00;1,6534;1,655;1,6415;1,6514;92711
19/08/2011 16:00:00;1,65;1,6615;1,644;1,6466;101182
22/08/2011 16:00:00;1,648;1,6517;1,6431;1,6448;61887
23/08/2011 16:00:00;1,6458;1,657;1,6449;1,6493;72286
24/08/2011 16:00:00;1,6485;1,6532;1,6357;1,6369;85200
25/08/2011 16:00:00;1,6362;1,6395;1,6241;1,6277;85462
26/08/2011 16:00:00;1,6284;1,6378;1,6204;1,6362;90318
29/08/2011 16:00:00;1,6341;1,6451;1,6332;1,641;52120
30/08/2011 16:00:00;1,6406;1,6416;1,6252;1,6299;83325
31/08/2011 16:00:00;1,6301;1,6333;1,6225;1,624;68017
01/09/2011 16:00:00;1,6251;1,6254;1,6128;1,6177;87038
02/09/2011 16:00:00;1,6181;1,6252;1,6169;1,6216;69997
05/09/2011 16:00:00;1,6155;1,6184;1,6059;1,6106;50987
06/09/2011 16:00:00;1,6105;1,6205;1,5918;1,5947;115360
07/09/2011 16:00:00;1,5942;1,6038;1,5914;1,5989;93873
08/09/2011 16:00:00;1,5984;1,6082;1,5911;1,5957;112357
09/09/2011 16:00:00;1,5956;1,5989;1,5842;1,5881;116435
12/09/2011 16:00:00;1,5838;1,5886;1,5772;1,586;98980
13/09/2011 16:00:00;1,586;1,587;1,5761;1,578;95726
14/09/2011 16:00:00;1,5777;1,5815;1,5706;1,5768;80864
15/09/2011 16:00:00;1,5752;1,5852;1,5719;1,5782;51072
16/09/2011 16:00:00;1,5786;1,5826;1,5729;1,5777;67366
19/09/2011 16:00:00;1,5705;1,5741;1,5618;1,5687;92926
20/09/2011 16:00:00;1,5688;1,5735;1,5641;1,5727;92159
21/09/2011 16:00:00;1,5726;1,573;1,5474;1,5482;148068
22/09/2011 16:00:00;1,5491;1,5505;1,5316;1,533;152672
23/09/2011 16:00:00;1,533;1,5481;1,5328;1,5444;124461
26/09/2011 16:00:00;1,5463;1,5558;1,5421;1,5549;112079
27/09/2011 16:00:00;1,5544;1,5693;1,5513;1,5619;123255
28/09/2011 16:00:00;1,5624;1,5666;1,5553;1,5569;99240
29/09/2011 16:00:00;1,5562;1,5706;1,5532;1,5604;112581
30/09/2011 16:00:00;1,5595;1,5656;1,5521;1,5574;115669
03/10/2011 16:00:00;1,5542;1,5595;1,5413;1,5424;129428
04/10/2011 16:00:00;1,5425;1,549;1,533;1,5482;105519
05/10/2011 16:00:00;1,5467;1,5486;1,5385;1,5452;109669
06/10/2011 16:00:00;1,5452;1,5493;1,5179;1,5439;168051
07/10/2011 16:00:00;1,5429;1,5636;1,5414;1,5555;133039
10/10/2011 16:00:00;1,5543;1,5679;1,5517;1,5656;73415
11/10/2011 16:00:00;1,5648;1,5653;1,5561;1,5566;84575
12/10/2011 16:00:00;1,5581;1,5789;1,5532;1,574;122034
13/10/2011 16:00:00;1,5727;1,5774;1,5655;1,5755;95931
14/10/2011 16:00:00;1,5751;1,5842;1,5712;1,582;80675
17/10/2011 16:00:00;1,5809;1,5839;1,572;1,5734;75074
18/10/2011 16:00:00;1,573;1,5812;1,5621;1,57;120918
19/10/2011 16:00:00;1,5701;1,5847;1,569;1,5767;103193
20/10/2011 16:00:00;1,576;1,5797;1,5672;1,5782;119193
21/10/2011 16:00:00;1,5782;1,5964;1,5745;1,5937;100099
24/10/2011 16:00:00;1,5933;1,5998;1,589;1,5987;81170
25/10/2011 16:00:00;1,5985;1,6031;1,5948;1,5989;95209
26/10/2011 16:00:00;1,5999;1,6033;1,588;1,597;100446
27/10/2011 16:00:00;1,5956;1,6133;1,5945;1,609;119353
28/10/2011 16:00:00;1,6097;1,6144;1,6062;1,6113;78989
31/10/2011 17:00:00;1,6119;1,6158;1,5958;1,6079;130660
01/11/2011 17:00:00;1,6056;1,6084;1,5883;1,5928;124496
02/11/2011 17:00:00;1,5924;1,6043;1,5909;1,5947;96072
03/11/2011 17:00:00;1,5928;1,6055;1,5867;1,6039;129168
04/11/2011 17:00:00;1,603;1,6058;1,5938;1,6028;84651
07/11/2011 16:00:00;1,6051;1,6073;1,5972;1,6051;72690
08/11/2011 16:00:00;1,6047;1,6124;1,6029;1,6084;69374
09/11/2011 16:00:00;1,6083;1,6114;1,5899;1,5914;106400
10/11/2011 16:00:00;1,5906;1,598;1,5863;1,5931;112061
11/11/2011 16:00:00;1,593;1,6088;1,589;1,6055;77243
14/11/2011 16:00:00;1,6063;1,609;1,5873;1,5902;75789
15/11/2011 16:00:00;1,5895;1,5927;1,5793;1,5819;80593
16/11/2011 16:00:00;1,581;1,5817;1,5716;1,5723;94498
17/11/2011 16:00:00;1,5723;1,581;1,5686;1,5754;88794
18/11/2011 16:00:00;1,5758;1,5885;1,5733;1,5803;76868
21/11/2011 16:00:00;1,5783;1,5787;1,5605;1,5641;82123
22/11/2011 16:00:00;1,5642;1,5688;1,5577;1,5628;72641
23/11/2011 16:00:00;1,5635;1,5652;1,5491;1,5516;91247
24/11/2011 16:00:00;1,5522;1,5563;1,548;1,5486;28417
25/11/2011 16:00:00;1,5483;1,5515;1,542;1,5432;50668
28/11/2011 16:00:00;1,5489;1,5592;1,5456;1,5501;73620
29/11/2011 16:00:00;1,5503;1,5656;1,5467;1,5598;83899
30/11/2011 16:00:00;1,5607;1,578;1,5523;1,5697;138915
01/12/2011 16:00:00;1,5697;1,5753;1,5634;1,5691;97435
02/12/2011 16:00:00;1,5687;1,5727;1,5574;1,5599;78206
05/12/2011 16:00:00;1,5599;1,5721;1,5586;1,5651;84232
06/12/2011 16:00:00;1,5643;1,5664;1,556;1,5594;85768
07/12/2011 16:00:00;1,5599;1,5725;1,5586;1,5706;89161
08/12/2011 16:00:00;1,5707;1,5769;1,5608;1,5629;97715
09/12/2011 16:00:00;1,5625;1,5734;1,5584;1,5673;82814
12/12/2011 16:00:00;1,5646;1,5659;1,5536;1,5585;78756
13/12/2011 16:00:00;1,5581;1,5628;1,545;1,5482;91626
14/12/2011 16:00:00;1,5482;1,5531;1,5407;1,5462;74309
15/12/2011 16:00:00;1,5448;1,5517;1,5421;1,55;33233
16/12/2011 16:00:00;1,55;1,5545;1,5469;1,5538;59922
19/12/2011 16:00:00;1,5512;1,5532;1,5451;1,5483;59650
20/12/2011 16:00:00;1,5481;1,5688;1,5477;1,5648;89154
21/12/2011 16:00:00;1,5646;1,5761;1,5633;1,5666;78076
22/12/2011 16:00:00;1,5663;1,5716;1,5637;1,5666;48671
23/12/2011 16:00:00;1,5666;1,5696;1,557;1,5575;38740
27/12/2011 16:00:00;1,5641;1,5668;1,562;1,5657;19929
28/12/2011 16:00:00;1,5649;1,5681;1,5427;1,5445;78577
29/12/2011 16:00:00;1,545;1,5465;1,535;1,5404;54320
30/12/2011 16:00:00;1,5399;1,5562;1,539;1,5519;53578
03/01/2012 16:00:00;1,5564;1,5663;1,5557;1,5643;60553
04/01/2012 16:00:00;1,5634;1,5659;1,5568;1,5606;62198
05/01/2012 16:00:00;1,56;1,5619;1,5457;1,5478;79248
06/01/2012 16:00:00;1,5485;1,5515;1,5365;1,5416;74030
09/01/2012 16:00:00;1,5411;1,5461;1,5386;1,5453;49468
10/01/2012 16:00:00;1,5453;1,5492;1,5436;1,5475;52405
11/01/2012 16:00:00;1,5474;1,5479;1,53;1,5316;105989
12/01/2012 16:00:00;1,5323;1,5359;1,527;1,5329;94029
13/01/2012 16:00:00;1,5329;1,54;1,5222;1,5308;98062
16/01/2012 16:00:00;1,5286;1,5343;1,5273;1,5314;25638
17/01/2012 16:00:00;1,5303;1,5396;1,5303;1,5327;64430
18/01/2012 16:00:00;1,5324;1,5436;1,5319;1,543;88693
19/01/2012 16:00:00;1,5423;1,549;1,5407;1,5482;80870
20/01/2012 16:00:00;1,5482;1,5571;1,5443;1,5571;87838
23/01/2012 16:00:00;1,5535;1,5596;1,551;1,5559;76815
24/01/2012 16:00:00;1,5553;1,5624;1,5525;1,5624;79535
25/01/2012 16:00:00;1,5613;1,5672;1,5525;1,5649;106405
26/01/2012 16:00:00;1,5648;1,573;1,5644;1,5683;93821
27/01/2012 16:00:00;1,5683;1,5735;1,5635;1,5727;96967
30/01/2012 16:00:00;1,5722;1,5723;1,5647;1,5702;63728
31/01/2012 16:00:00;1,5701;1,5794;1,5691;1,5753;100663
01/02/2012 16:00:00;1,5762;1,588;1,57;1,5824;105274
02/02/2012 16:00:00;1,5834;1,5854;1,579;1,5797;76868
03/02/2012 16:00:00;1,5803;1,5855;1,5745;1,5809;98857
06/02/2012 16:00:00;1,5814;1,5837;1,5725;1,5816;72536
07/02/2012 16:00:00;1,5818;1,5901;1,5784;1,5896;85526
08/02/2012 16:00:00;1,5899;1,5924;1,5792;1,5811;86760
09/02/2012 16:00:00;1,5813;1,5882;1,5789;1,5814;86166
10/02/2012 16:00:00;1,5814;1,5845;1,5725;1,575;77996
13/02/2012 16:00:00;1,579;1,5824;1,5755;1,5762;71059
14/02/2012 16:00:00;1,5748;1,5768;1,5641;1,5691;108222
15/02/2012 16:00:00;1,5691;1,5732;1,5667;1,5689;92243
16/02/2012 16:00:00;1,5682;1,5813;1,5652;1,5801;112210
17/02/2012 16:00:00;1,5797;1,586;1,5786;1,5832;85394
20/02/2012 16:00:00;1,5855;1,5895;1,5831;1,5839;29592
